Geography,total,englishOnly,spanish,spanWell,spanLess,french,frenWell,frenLess,german,germWell,germLess,russian,russWell,russLess,indoEuro,indoWell,indoLess,korean,koreWell,koreLess,chinese,chinWell,chinLess,vietnamese,vietWell,vietLess,tagolog,tagoWell,tagoLess,otherAsian,otherAzWell,otherAzLess,arabic,arabWell,arabLess,other,otherWell,otherLess,shareEng,shareSpan,shareFren,shareGerm,shareRuss,shareIndo,shareKore,shareChin,shareViet,shareTago,shareOtherAz,shareArab,shareOther
Wallowa,6557,6327,111,67,44,32,32,0,19,19,0,15,15,0,29,29,0,0,0,0,0,0,0,3,2,1,6,0,6,12,6,6,0,0,0,3,0,3,96.4922983,1.6928473,0.4880281,0.2897667,0.2287632,0.4422754,0,0,0.0457526,0.0915053,0.1830105,0,0.0457526
